Code,Digit,Name_EN,Name_KO,Name_JA,Reg,Type,Typo,Pendulum,Staple,Arch,Usage,Possible
12208,24425055,Booby Trap E,부비트랩E,ブービートラップE,,메인,함정,FALSE,,,0,FALSE
12209,51814159,Raidraptor - Necro Vulture,RR－네크로 벌쳐,RR－ネクロ・ヴァルチャー,,메인,효과,FALSE,전용,RR,0,TRUE
12210,97219708,Raidraptor - Last Strix,RR－라스트 스트릭스,RR－ラスト・ストリクス,,메인,효과,FALSE,전용,RR,0,TRUE
12211,23603403,Raidraptor - Satellite Cannon Falcon,RR－새털라이트 캐논 팔콘,RR－サテライト・キャノン・ファルコン,,엑스트라,엑시즈,FALSE,전용,RR,0,TRUE
12212,50692511,Raidraptor - Call,RR－콜,RR－コール,,메인,마법,FALSE,전용,RR,1,TRUE
12213,86196216,Rank-Up-Magic Doom Double Force,RUM－데스 더블 포스,RUM－デス・ダブル・フォース,,메인,마법,FALSE,전용,RUM,0,TRUE
12214,23581825,Rank-Up-Magic Soul Shave Force,RUM－소울 셰이브 포스,RUM－ソウル・シェイブ・フォース,,메인,마법,FALSE,전용,RUM,5,TRUE
12215,59975920,Super Quantum Red Layer,초량사 레드레이어,超量士レッドレイヤー,,메인,효과,FALSE,전용,초량,0,TRUE
12216,85374678,Super Quantum Green Layer,초량사 그린레이어,超量士グリーンレイヤー,,메인,효과,FALSE,전용,초량,0,TRUE
12217,12369277,Super Quantum Blue Layer,초량사 블루레이어,超量士ブルーレイヤー,,메인,효과,FALSE,전용,초량,0,TRUE
12218,58753372,Super Quantal Fairy Alphan,초량요정 알팡,超量妖精アルファン,,메인,효과,FALSE,전용,초량,0,TRUE
12219,85252081,Super Quantal Mech Beast Grampulse,초량기수 그랜펄스,超量機獣グランパルス,,엑스트라,엑시즈,FALSE,전용,초량,1,TRUE
12220,11646785,Super Quantal Mech Beast Aeroboros,초량기수 에어로보로스,超量機獣エアロボロス,,엑스트라,엑시즈,FALSE,전용,초량,0,TRUE
12221,57031794,Super Quantal Mech Beast Magnaliger,초량기수 매그너라이거,超量機獣マグナライガー,,엑스트라,엑시즈,FALSE,전용,초량,0,TRUE
12222,84025439,Super Quantal Mech King Great Magnus,초량기신왕 그레이트 매그너스,超量機神王グレート・マグナス,,엑스트라,엑시즈,FALSE,전용,초량,6,TRUE
12223,10424147,Super Quantal Mech Ship Magnacarrier,초량기함 매그너캐리어,超量機艦マグナキャリア,,메인,마법,FALSE,전용,초량,0,TRUE
12224,47819246,Super Quantal Mech Sword - Magnaslayer,초량기신검－매그너슬레이어,超量機神剣－マグナスレイヤー,,메인,함정,FALSE,전용,초량,0,TRUE
12225,83303851,D/D/D Chaos King Apocalypse,DDD 극지왕 카오스 어포컬립스,DDD極智王カオス・アポカリプス,,메인,효과,TRUE,전용,DD,1,TRUE
12226,19302550,D/D Savant Newton,DD 마도현자 뉴턴,DD魔導賢者ニュートン,,메인,효과,TRUE,전용,DD,0,TRUE
12227,46796664,D/D Savant Copernicus,DD 마도현자 코페르니쿠스,DD魔導賢者コペルニクス,,메인,효과,TRUE,전용,DD,15,TRUE
12228,72181263,D/D Orthros,DD 오르트로스,DDオルトロス,,메인,효과,TRUE,전용,DD,3,TRUE
12229,19580308,D/D Lamia,DD 라미아,DDラミア,,메인,효과,FALSE,전용,DD,24,TRUE
12230,45974017,Dark Contract with the Yamimakai,암흑 마계의 계약서,闇魔界の契約書,,메인,마법,FALSE,전용,DD,0,TRUE
12231,71069715,D/D Reroll,DD 리빌드,DDリビルド,,메인,함정,FALSE,전용,DD,0,TRUE
12232,8463720,D/D/D Dragonbane King Beowulf,DDD 극룡왕 베어 울프,DDD剋竜王ベオウルフ,,엑스트라,융합,FALSE,전용,DD,0,TRUE
12233,44852429,D/D/D Cursed King Siegfried,DDD 주혈왕 사이프리트,DDD呪血王サイフリート,,엑스트라,싱크로,FALSE,전용,DD,5,TRUE
12234,10000090,The Winged Dragon of Ra - Immortal Phoenix,라의 익신룡－불사조,ラーの翼神竜－不死鳥,,메인,효과,FALSE,전용,라의익신룡,1,TRUE
12235,7241272,Curse of Dragonfire,옥염의 커스 오브 드래곤,獄炎のカース・オブ・ドラゴン,,메인,효과,FALSE,전용,커스오브,0,FALSE
12236,43730887,Holding Arms,홀딩 암스,ホールディング・アームズ,,메인,효과,FALSE,,,0,FALSE
12237,70124586,Holding Legs,홀딩 레그즈,ホールディング・レッグス,,메인,효과,FALSE,,,0,FALSE
12238,2519690,Sky Galloping Gaia the Dragon Champion,천상의 용기사 가이아,天翔の竜騎士ガイア,,엑스트라,융합,FALSE,전용,가이아,0,TRUE
12239,39913299,The True Name,진실의 이름,真実の名,,메인,마법,FALSE,전용,삼환신,0,TRUE
12240,75902998,Trap Hole of Spikes,가혹한 함정 속으로,串刺しの落とし穴,,메인,함정,FALSE,범용,범용,6,TRUE
12241,2396042,Steel Cavalry of Dinon,디논의 강철기병,ディノンの鋼鉄騎兵,,메인,효과,TRUE,,,0,FALSE
12242,38891741,Ultimate Providence,신의 섭리,神の摂理,,메인,함정,FALSE,,,0,FALSE
12243,64280356,Kozmo Tincan,Kozmo－펠블랑,Kozmo－フェルブラン,,메인,효과,FALSE,전용,코즈모,0,TRUE
12244,1274455,Kozmo Soartroopers,Kozmo－시미우즈,Kozmo－シーミウズ,,메인,효과,FALSE,전용,코즈모,0,TRUE
12245,37679169,Kozmo Delta Shuttle,Kozmo－델타셔틀,Kozmo－デルタシャトル,,메인,효과,FALSE,전용,코즈모,0,TRUE
12246,64063868,Kozmo Dark Eclipser,Kozmo－다크이클립서,Kozmo－ダークエクリプサー,,메인,효과,FALSE,전용,코즈모,0,TRUE
12247,90452877,Kozmojo,Kozmo－에너지아츠,Kozmo－エナジーアーツ,,메인,함정,FALSE,전용,코즈모,0,TRUE
12248,36956512,"Gadarla, the Mystery Dust Kaiju",괴분파괴수 가다라,怪粉壊獣ガダーラ,,메인,효과,FALSE,범용,파괴수,472,TRUE
12249,63941210,"Jizukiru, the Star Destroying Kaiju",괴성파괴수 지즈키엘,壊星壊獣ジズキエル,,메인,효과,FALSE,준범용,파괴수,27,TRUE
12250,99330325,Interrupted Kaiju Slumber,방해받은 파괴수의 잠,妨げられた壊獣の眠り,,메인,마법,FALSE,준범용,범용,76,TRUE
12251,36734924,Priestess with Eyes of Blue,파란 눈의 무녀,青き眼の巫女,,메인,효과,FALSE,전용,백룡,0,TRUE
12252,2129638,Blue-Eyes Twin Burst Dragon,푸른 눈의 쌍폭렬룡,青眼の双爆裂龍,,엑스트라,융합,FALSE,전용,백룡,1,TRUE
12253,38517737,Blue-Eyes Alternative White Dragon,푸른 눈의 아백룡,青眼の亜白龍,,메인,효과,FALSE,전용,백룡,6,TRUE
12254,65612386,Angmarl the Fiendish Monarch,마 제왕 앙그마르,魔帝アングマール,,메인,효과,FALSE,전용,제왕,0,TRUE
12255,1006081,Junk Changer,정크 체인저,ジャンク・チェンジャー,,메인,효과,FALSE,전용,정크,0,TRUE
12256,38491199,Junkuriboh,정크리보,ジャンクリボー,,메인,효과,FALSE,전용,정크,0,TRUE
12257,64880894,Stardust Charge Warrior,스타더스트 차지 워리어,スターダスト・チャージ・ウォリアー,,엑스트라,싱크로,FALSE,범용,스타더스트,95,TRUE
12258,90884403,Phantasmal Lord Ultimitl Bishbaalkin,궁극환신 얼티메틀 비시바르킨,究極幻神 アルティミトル・ビシバールキン,,엑스트라,싱크로,FALSE,전용,범용,14,TRUE
12259,37279508,Number 37: Hope Woven Dragon Spider Shark,No.37 희망직룡 스파이더 샤크,No.37 希望織竜スパイダー・シャーク,,엑스트라,엑시즈,FALSE,범용,샤크,7,TRUE
12260,63767246,Number 38: Hope Harbinger Dragon Titanic Galaxy,No.38 희망괴룡 타이타닉 갤럭시,No.38 希望魁竜タイタニック・ギャラクシー,,엑스트라,엑시즈,FALSE,범용,범용,166,TRUE
12261,90162951,Number 35: Ravenous Tarantula,No.35 라베노스 타란툴라,No.35 ラベノス・タランチュラ,,엑스트라,엑시즈,FALSE,범용,범용,5,TRUE
12262,26556950,Number 84: Pain Gainer,No.84 페인 게이너,No.84 ペイン・ゲイナー,,엑스트라,엑시즈,FALSE,범용,범용,56,TRUE
12263,62541668,Number 77: The Seven Sins,No.77 더 세븐 신즈,No.77 ザ・セブン・シンズ,,엑스트라,엑시즈,FALSE,범용,범용,63,TRUE
12264,99940363,Frost Blast of the Monarchs,제왕의 동기,帝王の凍気,,메인,마법,FALSE,전용,제왕,0,TRUE
12265,25334372,Tsukumo Slash,츠쿠모 슬래시,九十九スラッシュ,,메인,마법,FALSE,,,0,FALSE
12266,62829077,Shining Hope Road,샤이닝 호프 로드,輝望道,,메인,마법,FALSE,전용,유토피아,0,TRUE
12267,98827725,The Phantom Knights of Shade Brigandine,팬텀 나이츠 셰이드 브리간딘,幻影騎士団シェード・ブリガンダイン,,메인,함정,FALSE,준범용,팬텀나이츠,229,TRUE
12268,24212820,The Phantom Knights of Dark Gauntlets,팬텀 나이츠 다크 건틀릿,幻影騎士団ダーク・ガントレット,,메인,함정,FALSE,범용,팬텀나이츠,0,TRUE
12269,51606429,The Phantom Knights of Tomb Shield,팬텀 나이츠 톰 실드,幻影騎士団トゥーム・シールド,,메인,함정,FALSE,범용,팬텀나이츠,1,TRUE
12270,97001138,Dark Advance,다크 어드밴스,ダーク・アドバンス,,메인,함정,FALSE,전용,다크,0,FALSE
12271,24590232,King's Consonance,왕혼조화,王魂調和,,메인,함정,FALSE,,,0,FALSE
12272,50584941,Red Supremacy,레드 슈프리머시,レッド・スプレマシー,,메인,함정,FALSE,,,0,FALSE
12273,87979586,Angel Trumpeter,엔젤 트럼피터,エンジェル・トランペッター,,메인,일반,FALSE,,,0,FALSE
12274,23377694,Performapal Sellshell Crab,EM 집주인소라게,EMオオヤヤドカリ,,메인,효과,TRUE,전용,EM,0,TRUE
12275,59762399,Performapal Odd-Eyes Light Phoenix,EM 오드아이즈 라이트피닉스,EMオッドアイズ・ライトフェニックス,,메인,효과,TRUE,전용,EM,0,TRUE
12276,86157908,Performapal Odd-Eyes Unicorn,EM 오드아이즈 유니콘,EMオッドアイズ・ユニコーン,,메인,효과,TRUE,전용,EM,2,TRUE
12277,12255007,Performapal Fireflux,EM 반딧불스,EMホタルクス,,메인,효과,TRUE,전용,EM,0,TRUE
12278,59640711,Speedroid Den-Den Daiko Duke,SR 전전 대공,SR電々大公,,메인,효과,FALSE,전용,SR,4,TRUE
12279,85034450,Speedroid Pachingo-Kart,SR 파칭고카트,SRパチンゴーカート,,메인,효과,FALSE,전용,SR,0,TRUE
12280,11439455,Lunalight Blue Cat,문라이트 블루 캣,月光蒼猫,,메인,효과,FALSE,전용,문라이트,0,TRUE
12281,48427163,Lunalight Purple Butterfly,문라이트 퍼플 버터플라이,月光紫蝶,,메인,효과,FALSE,전용,문라이트,0,TRUE
12282,84812868,Lunalight White Rabbit,문라이트 화이트 래빗,月光白兎,,메인,효과,FALSE,전용,문라이트,0,TRUE
12283,11317977,Lunalight Black Sheep,문라이트 블랙 시프,月光黒羊,,메인,효과,FALSE,전용,문라이트,4,TRUE
12284,47705572,Lunalight Wolf,문라이트 울프,月光狼,,메인,효과,TRUE,전용,문라이트,4,TRUE
12285,83190280,Lunalight Tiger,문라이트 타이거,月光虎,,메인,효과,TRUE,전용,문라이트,12,TRUE
12286,10194329,Raidraptor - Avenge Vulture,RR－어벤지 벌쳐,RR－アベンジ・ヴァルチャー,,메인,효과,FALSE,전용,RR,0,TRUE
12287,46589034,Raidraptor - Pain Lanius,RR－페인 레이니어스,RR－ペイン・レイニアス,,메인,효과,FALSE,전용,RR,0,TRUE
12288,73977033,Raidraptor - Booster Strix,RR－부스터 스트릭스,RR－ブースター・ストリクス,,메인,효과,FALSE,전용,RR,0,TRUE
12289,19462747,Blackwing - Decay the Ill Wind,BF－조풍의 데스,BF－弔風のデス,,메인,효과,FALSE,전용,블랙페더,0,TRUE
12290,45467446,Dragon Spirit of White,하얀 영룡,白き霊龍,,메인,효과,FALSE,전용,백룡,0,TRUE
12291,72855441,Protector with Eyes of Blue,파란 눈의 호인,青き眼の護人,,메인,효과,FALSE,전용,백룡,0,TRUE
12292,8240199,Sage with Eyes of Blue,파란 눈의 현사,青き眼の賢士,,메인,효과,FALSE,전용,백룡,8,TRUE
12293,45644898,Master with Eyes of Blue,파란 눈의 제사,青き眼の祭司,,메인,효과,FALSE,전용,백룡,0,TRUE
12294,71039903,The White Stone of Ancients,태고의 백석,太古の白石,,메인,효과,FALSE,전용,백룡,9,TRUE
12295,7127502,"Lector Pendulum, the Dracoverlord",용마왕 렉터P,竜魔王レクターP,,메인,효과,TRUE,전용,용마왕,4,TRUE
12296,34522216,Amorphage Gluttony,아모르파지 가스톨,アモルファージ・ガストル,,메인,효과,TRUE,전용,아모르파지,1,TRUE
12297,70917315,Amorphage Lechery,아모르파지 룩스,アモルファージ・ルクス,,메인,효과,TRUE,전용,아모르파지,1,TRUE
12298,7305060,Amorphage Greed,아모르파지 프레스토,アモルファージ・プレスト,,메인,효과,TRUE,전용,아모르파지,1,TRUE
12299,33300669,Amorphage Envy,아모르파지 캬붐,アモルファージ・キャヴム,,메인,효과,TRUE,전용,아모르파지,0,TRUE
12300,79794767,Amorphage Wrath,아모르파지 올가,アモルファージ・オルガ,,메인,효과,TRUE,전용,아모르파지,0,TRUE
12301,6283472,Amorphage Pride,아모르파지 휴펠,アモルファージ・ヒュペル,,메인,효과,TRUE,전용,아모르파지,0,TRUE
12302,32687071,Amorphage Sloth,아모르파지 노테스,アモルファージ・ノーテス,,메인,효과,TRUE,전용,아모르파지,3,TRUE
12303,69072185,Amorphage Goliath,아모르파지 이리튬,アモルファージ・イリテュム,,메인,효과,TRUE,전용,아모르파지,1,TRUE
12304,5067884,Dinomist Spinos,다이너미스트 스피노스,ダイナミスト・スピノス,,메인,효과,TRUE,전용,다이너미스트,1,TRUE
12305,32465539,Digital Bug Cocoondenser,디지털 버그－커쿤덴서,電子光虫－コクーンデンサ,,메인,효과,FALSE,전용,디지털 버그,0,TRUE
12306,68950538,Digital Bug Centibit,디지털 버그－센티비트,電子光虫－センチビット,,메인,효과,FALSE,전용,디지털 버그,0,TRUE
12307,94344242,Digital Bug Websolder,디지털 버그－웹솔더,電子光虫－ウェブソルダー,,메인,효과,FALSE,전용,디지털 버그,0,TRUE
12308,31733941,Red-Eyes Toon Dragon,붉은 눈의 툰 드래곤,レッドアイズ・トゥーン・ドラゴン,,메인,효과,FALSE,전용,툰,0,TRUE
12309,63737050,Ryu Okami,용대신,龍大神,,메인,효과,FALSE,,,0,FALSE
12310,90122655,Tenmataitei,천마대제,天魔大帝,,메인,효과,FALSE,,,0,FALSE
12311,26517393,Spirit of the Fall Wind,이풍의 정령,裏風の精霊,,메인,효과,FALSE,,,0,FALSE
12312,62015408,Ghost Reaper & Winter Cherries,부유벚꽃,浮幽さくら,,메인,효과,FALSE,범용,유령소녀,2075,TRUE
12312,62015409,Ghost Reaper & Winter Cherries,부유벚꽃,浮幽さくら,,메인,효과,FALSE,범용,유령소녀,2075,TRUE
12313,99000107,Gendo the Ascetic Monk,수선승 겐도우,修禅僧 ゲンドウ,,메인,효과,FALSE,,,0,FALSE
12314,25494711,Deskbot 009,분보그009,ブンボーグ００９,,메인,효과,FALSE,전용,분보그,0,TRUE
12315,62893810,Dicelops,사이코롭스,サイコロプス,,메인,효과,FALSE,,,0,FALSE
12316,98287529,"Amorphactor Pain, the Imagination Dracoverlord",허용마왕 아모르펙터P,虚竜魔王アモルファクターP,,메인,의식,FALSE,전용,용마왕,2,TRUE
12317,24672164,Bloom Prima the Melodious Choir,환주의 화가성블룸 프리마,幻奏の華歌聖ブルーム・プリマ,,엑스트라,융합,FALSE,전용,환주,0,TRUE
12318,51777272,Lunalight Cat Dancer,문라이트 캣 댄서,月光舞猫姫,,엑스트라,융합,FALSE,전용,문라이트,0,TRUE
12319,97165977,Lunalight Panther Dancer,문라이트 팬서 댄서,月光舞豹姫,,엑스트라,융합,FALSE,전용,문라이트,4,TRUE
12320,24550676,Lunalight Leo Dancer,문라이트 라이오 댄서,月光舞獅子姫,,엑스트라,융합,FALSE,전용,문라이트,4,TRUE
12321,50954680,Crystal Wing Synchro Dragon,크리스탈윙 싱크로 드래곤,クリスタルウィング・シンクロ・ドラゴン,,엑스트라,싱크로,FALSE,범용,범용,30,TRUE
12322,86943389,Hi-Speedroid Puzzle,HSR 쾌도난파 즈루,HSR快刀乱破ズール,,엑스트라,싱크로,FALSE,전용,SR,2,TRUE
12323,23338098,Assault Blackwing - Chidori the Rain Sprinkling,A BF－눈물비의 치도리,A BF－涙雨のチドリ,,엑스트라,싱크로,FALSE,전용,블랙페더,0,TRUE
12324,59822133,Blue-Eyes Spirit Dragon,푸른 눈의 정령룡,青眼の精霊龍,,엑스트라,싱크로,FALSE,전용,백룡,4,TRUE
12325,86221741,Raidraptor - Ultimate Falcon,RR－얼티미트 팔콘,RR－アルティメット・ファルコン,,엑스트라,엑시즈,FALSE,준범용,RR,15,TRUE
12326,12615446,Digital Bug Scaradiator,디지털 버그－스카라디에이터,電子光虫－スカラジエータ,,엑스트라,엑시즈,FALSE,전용,디지털 버그,0,TRUE
12327,58600555,Digital Bug Corebage,디지털 버그－코어비지,電子光虫－コアベージ,,엑스트라,엑시즈,FALSE,전용,디지털 버그,0,TRUE
12328,85004150,Digital Bug Rhinosebus,디지털 버그－라이노세버스,電子光虫－ライノセバス,,엑스트라,엑시즈,FALSE,전용,디지털 버그,0,TRUE
12329,11493868,Fortissimo,포르티시모,フォルテッシモ,,메인,마법,FALSE,전용,환주,0,TRUE
12330,58988903,Rank-Up-Magic Skip Force,RUM－스킵 포스,RUM－スキップ・フォース,,메인,마법,FALSE,전용,RUM,0,TRUE
12331,24382602,Mausoleum of White,빛의 영당,光の霊堂,,메인,마법,FALSE,전용,백룡,0,TRUE
12332,50371210,Beacon of White,빛의 인도,光の導き,,메인,마법,FALSE,전용,백룡,0,TRUE
12333,87765315,Forge of the True Dracos,진룡의 자각,真竜の目覚め,,메인,마법,FALSE,전용,진룡,0,TRUE
12334,23160024,Amorphous Persona,아모르파스P,アモルファスP,,메인,마법,FALSE,전용,아모르파지,0,TRUE
12335,50554729,Amorphage Infection,아모르파지 인펙션,アモルファージ・インフェクション,,메인,마법,FALSE,전용,아모르파지,0,TRUE
12336,86643777,Bug Matrix,버그 매트릭스,光虫基盤,,메인,마법,FALSE,전용,디지털 버그,0,TRUE
12337,13048472,Pre-Preparation of Rites,의식의 밑준비,儀式の下準備,,메인,마법,FALSE,준범용,범용,132,TRUE
12338,59432181,Fusion Tag,퓨전 태그,融合識別,,메인,마법,FALSE,전용,퓨전,0,TRUE
12339,85821180,Tuner's High,튜너즈 하이,チューナーズ・ハイ,,메인,마법,FALSE,,,0,FALSE
12340,12215894,Deskbot Base,분보그 베이스,ブンボーグ・ベース,,메인,마법,FALSE,전용,분보그,0,TRUE
12341,48310593,Finite Cards,무념의 패,無念の手札,,메인,마법,FALSE,,,0,FALSE
12342,85704698,Re-dyce-cle,또주사위,リサイコロ,,메인,함정,FALSE,전용,SR,0,FALSE
12343,11193246,Lunalight Reincarnation Dance,문라이트 린카네이션 댄스,月光輪廻舞踊,,메인,함정,FALSE,전용,문라이트,0,TRUE
12344,47598941,Amorphage Lysis,아모르파지 라이시스,アモルファージ・ライシス,,메인,함정,FALSE,전용,아모르파지,0,TRUE
12345,74582050,Dinomist Eruption,다이너미스트 이럽션,ダイナミスト・エラプション,,메인,함정,FALSE,전용,다이너미스트,0,TRUE
12346,10971759,Bug Emergency,버그 이멀전시,光虫異変,,메인,함정,FALSE,전용,디지털 버그,0,FALSE
12347,47475363,Drowning Mirror Force,파문의 베리어 －웨이브 포스－,波紋のバリア －ウェーブ・フォース－,,메인,함정,FALSE,전용,미러포스,11,TRUE
12348,73860462,Wonder Xyz,원더 엑시즈,ワンダー・エクシーズ,,메인,함정,FALSE,전용,엑시즈,0,FALSE
12349,19254117,Rise to Full Height,인왕의 수호,仁王立ち,,메인,함정,FALSE,,범용,4,TRUE
12350,46253216,Bad Aim,프렌들리 파이어,フレンドリーファイア,,메인,함정,FALSE,,,0,FALSE
12351,72648810,Unwavering Bond,흔들리지 않는 연,揺るがぬ絆,,메인,함정,FALSE,,,0,FALSE
12352,9032529,Graceful Tear,천사의 눈물,天使の涙,,메인,함정,FALSE,,,0,FALSE
12353,45531624,Celtic Guard of Noble Arms,엘프의 성검사,エルフの聖剣士,,메인,효과,FALSE,전용,성기사,0,TRUE
12354,71525232,Gandora-X the Dragon of Demolition,파멸룡 간드라X,破滅竜ガンドラX,금지,메인,효과,FALSE,준범용,,0,FALSE
12355,8910971,Lord Gaia the Fierce Knight,암흑 기사 가이아로드,暗黒騎士ガイアロード,,메인,효과,FALSE,전용,가이아,0,FALSE
12356,34318086,Lemon Magician Girl,레몬 매지션 걸,レモン・マジシャン・ガール,,메인,효과,FALSE,전용,블랙 매지션,0,FALSE
12357,71703785,Palladium Oracle Mahad,수호신관 마하드,守護神官マハード,,메인,효과,FALSE,전용,블랙매지션,0,TRUE
12358,7198399,Chocolate Magician Girl,초코 매지션 걸,チョコ・マジシャン・ガール,,메인,효과,FALSE,전용,블랙 매지션,0,FALSE
12359,33282498,Arkbrave Dragon,아크브레이브 드래곤,アークブレイブドラゴン,,메인,효과,FALSE,,,0,FALSE
12360,60681103,Divine Dragon Lord Felgrand,거신룡 펠그란트,巨神竜フェルグラント,,메인,효과,FALSE,,,0,FALSE
12361,6075801,Paladin of Felgrand,파라딘 오브 펠그란트,巨竜の聖騎士,,메인,효과,FALSE,,,0,FALSE
12362,33460840,Guardian of Felgrand,가디언 오브 펠그란트,巨竜の守護騎士,,메인,효과,FALSE,전용,가디언,0,TRUE
12363,69868555,Ruins of the Divine Dragon Lords,거신룡의 유적,巨神竜の遺跡,,메인,마법,FALSE,,,0,FALSE
12364,6853254,Return of the Dragon Lords,부활의 복음,復活の福音,,메인,마법,FALSE,전용,드래곤,2,TRUE
12370,94919024,Lunalight Crimson Fox,문라이트 크림즌 폭스,月光紅狐,,메인,효과,FALSE,전용,문라이트,0,TRUE
12371,20403123,Performapal Sleight Hand Magician,EM 슬라이핸드 매지션,EMスライハンド・マジシャン,,메인,효과,FALSE,전용,EM,0,TRUE
12372,67808837,Performapal King Bear,EM 킹베어,EMキングベアー,,메인,효과,TRUE,전용,EM,0,TRUE
12373,93892436,Performapal Swincobra,EM 그네코브라,EMブランコブラ,,메인,효과,TRUE,전용,EM,0,TRUE
12374,20281581,Performapal Momoncarpet,EM 모몬카펫,EMモモンカーペット,,메인,효과,TRUE,전용,EM,0,TRUE
12375,56675280,Performapal Parrotrio,EM 잉코러스,EMインコーラス,,메인,효과,TRUE,전용,EM,0,TRUE
12376,92170894,Performapal Longphone Bull,EM 롱폰 불,EMロングフォーン・ブル,,메인,효과,FALSE,전용,EM,0,TRUE
12377,29169993,Performapal Teeter Totter Hopper,EM 시소메뚜기,EMギッタンバッタ,,메인,효과,FALSE,전용,EM,0,TRUE
12378,55553602,Performapal Dramatic Theater,EM 드라마틱시어터,EMドラマチックシアター,,메인,마법,FALSE,전용,EM,0,TRUE
12379,92958307,Performapal Show Down,EM 쇼다운,EMショーダウン,,메인,함정,FALSE,전용,EM,0,FALSE
12382,87835759,Dragon Knight of Creation,창세의 용기사,創世の竜騎士,,메인,효과,FALSE,,,0,FALSE
12383,23220863,Magical Cavalry of Cxulub,슈르브의 마도기병,シュルブの魔導騎兵,,메인,효과,TRUE,,,0,FALSE
12384,50619462,Cattle Call,오합무상,烏合無象,,메인,마법,FALSE,,,0,FALSE
12385,86013171,Kozmo Scaredy Lion,Kozmo－퍼비드,Kozmo－パーヴィッド,,메인,효과,FALSE,전용,코즈모,0,TRUE
12386,12408276,Kozmoll Dark Lady,Kozmo－다크 엘파이버,Kozmo－ダーク・エルファイバー,,메인,효과,FALSE,전용,코즈모,0,TRUE
12387,59496924,Kozmo Landwalker,Kozmo－랜드워커,Kozmo－ランドウォーカー,,메인,효과,FALSE,전용,코즈모,0,TRUE
12388,85991529,Kozmo Dark Planet,Kozmo－다크플래닛,Kozmo－ダークプラネット,,메인,효과,FALSE,전용,코즈모,0,TRUE
12389,12385638,Kozmourning,Kozmo－에필로그,Kozmo－エピローグ,,메인,함정,FALSE,전용,코즈모,0,TRUE
12390,48770333,"Thunder King, the Lightningstrike Kaiju",뇌격파괴수 썬더 더 킹,雷撃壊獣サンダー・ザ・キング,,메인,효과,FALSE,준범용,파괴수,17,TRUE
12391,84769941,Super Anti-Kaiju War Machine Mecha-Dogoran,대파괴수용결전병기 슈퍼메카도고란,対壊獣用決戦兵器スーパーメカドゴラン,,메인,효과,FALSE,전용,파괴수,0,TRUE
12392,11163040,The Kaiju Files,파괴수의 출현기록,壊獣の出現記録,,메인,마법,FALSE,전용,파괴수,0,TRUE
12393,47558785,Mild Turkey,마일드 터키,マイルド・ターキー,,메인,일반,TRUE,,,0,FALSE
12394,84046493,Ghost Beef,고스트 비프,ゴースト・ビーフ,,메인,일반,TRUE,,,0,FALSE
12395,10441498,"Vennu, Bright Bird of Divinity",휘신조 베누,輝神鳥ヴェーヌ,,메인,의식,FALSE,전용,없음,0,FALSE
12396,47435107,Primal Cry,원초의 규환,原初の叫喚,,메인,마법,FALSE,,,0,FALSE
12397,73820802,Onikuji,도깨비 제비뽑기,鬼くじ,,메인,함정,FALSE,,,0,FALSE
12399,46613515,Clear Kuriboh,클리어크리보,クリアクリボー,,메인,효과,FALSE,,,0,FALSE
12400,72708264,Performapal Bot-Eyes Lizard,EM 보트아이즈 리저드,EMボットアイズ・リザード,,메인,효과,FALSE,전용,EM,0,TRUE
12401,9106362,Performapal Gongato,EM 도라고양이,EMドラネコ,,메인,효과,TRUE,전용,EM,0,TRUE
12402,45591967,Performapal Extra Slinger,EM 엑스트라 슈터,EMエクストラ・シューター,,메인,효과,TRUE,전용,EM,0,TRUE
12403,71985676,Performapal Inflater Tapir,EM 베리어벌룬 바쿠,EMバリアバルーンバク,,메인,효과,FALSE,전용,EM,0,TRUE
12404,8384771,Performapal Gumgumouton,EM 고무고무튼,EMゴムゴムートン,,메인,효과,TRUE,전용,EM,0,TRUE
12405,34379489,Performapal Bubblebowwow,EM 버블도그,EMバブルドッグ,,메인,효과,TRUE,전용,EM,0,TRUE
12406,71863024,Performapal Radish Horse,EM 래디시 호스,EMラディッシュ・ホース,,메인,효과,TRUE,전용,EM,0,TRUE
12407,7268133,Performapal Life Swordsman,EM 라이프 스워드맨,EMライフ・ソードマン,,메인,효과,FALSE,전용,EM,0,TRUE
12408,33656832,Acrobatic Magician,곡예의 마술사,曲芸の魔術師,,메인,효과,TRUE,전용,마술사,0,TRUE
12409,41546,D/D Savant Thomas,DD 마도현자 토마스,DD魔導賢者トーマス,,메인,효과,TRUE,전용,DD,4,TRUE
12410,46035545,D/D Savant Nikola,DD 마도현자 니콜라,DD魔導賢者ニコラ,,메인,효과,TRUE,전용,DD,0,TRUE
12411,73534250,Blackwing - Tornado the Reverse Wind,BF－역권의 토네이도,BF－逆巻のトルネード,,메인,효과,FALSE,전용,블랙페더,0,TRUE
12412,9929398,Blackwing - Gofu the Vague Shadow,BF－농그림자의 고우후우,BF－朧影のゴウフウ,금지,메인,효과,FALSE,준범용,블랙페더,0,FALSE
12413,45313993,Red Warg,레드 울프,レッド・ウルフ,,메인,효과,FALSE,,,0,FALSE
12414,72318602,Red Gardna,레드 가드너,レッド・ガードナー,,메인,효과,FALSE,,,0,FALSE
12415,8706701,Red Mirror,레드 미러,レッド・ミラー,,메인,효과,FALSE,,,0,FALSE
